,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
2363,1,301.9,310.9,1483,37.0,35,0
2364,1,298.8,308.6,1486,41.9,92,0
2365,1,301.5,310.6,1382,58.1,67,0
2366,1,303.4,312.2,1615,35.7,56,0
2367,0,300.7,310.9,1535,37.1,113,0
2368,2,302.4,311.9,1366,47.3,162,0
2369,1,298.2,307.9,1403,45.1,193,0
2370,0,299.4,310.9,1751,27.8,10,0
2371,1,299.7,310.4,1410,44.5,105,0
2372,0,302.6,311.0,1537,35.5,91,0
2373,0,300.3,311.4,1471,37.0,114,0
2374,0,303.9,313.0,1483,45.0,78,0
2375,0,298.9,309.9,1365,46.5,75,0
2376,0,300.9,309.7,1460,42.1,181,0
2377,0,299.3,308.5,1772,26.1,52,0
2378,1,302.5,310.3,1411,49.5,110,0
2379,1,301.4,310.9,1557,39.3,174,0
2380,1,300.7,312.3,1430,47.2,131,0
2381,0,300.8,310.6,1402,53.7,93,0
2382,0,296.6,307.4,1436,42.8,156,0
2383,0,298.3,308.0,1363,50.1,96,0
2384,0,300.4,311.0,1802,26.0,197,0
2385,0,302.3,310.1,1513,40.4,22,0
2386,0,297.7,307.6,1844,21.9,61,0
2387,0,300.3,311.8,1746,26.3,187,0
2388,1,302.3,311.8,1363,54.0,119,0
2389,1,302.1,311.0,1711,28.7,83,0
2390,0,300.0,311.5,1812,28.3,94,0
2391,0,295.4,305.8,1407,50.7,192,0
2392,2,301.2,310.6,1457,50.5,114,0
2393,1,297.3,308.7,1655,34.1,21,0
2394,0,301.9,310.9,1542,36.7,101,0
2395,1,299.3,308.4,1438,42.3,0,0
2396,0,300.9,310.6,1504,46.4,129,0
2397,0,298.9,310.2,1623,37.2,177,0
2398,0,298.2,307.8,1521,42.9,60,0
2399,0,298.3,308.4,1528,37.3,160,0
2400,1,300.3,309.2,1490,47.9,163,0
2401,0,298.3,310.1,1545,36.3,90,0
2402,0,297.2,308.7,1509,39.3,66,0
2403,0,300.0,309.1,1431,45.4,90,0
2404,1,300.3,309.5,1665,31.4,32,0
2405,0,300.0,311.4,1374,41.9,96,0
2406,1,298.5,309.5,1315,48.9,127,0
2407,0,301.4,310.4,1496,35.2,153,0
2408,0,301.0,310.5,1601,33.2,77,0
2409,1,301.5,310.0,1417,44.6,49,0
2410,0,300.6,309.5,1437,40.0,55,0
2411,0,302.7,310.5,1511,37.7,60,0
2412,0,303.7,311.9,1561,33.3,153,0
2413,1,300.2,309.5,1642,28.8,92,0
2414,0,300.5,311.9,1330,59.5,33,0
2415,2,299.1,310.0,1657,33.1,187,0
2416,0,301.4,310.7,1376,50.6,25,0
2417,2,298.3,307.9,1420,39.2,176,0
2418,0,300.6,310.4,1494,47.3,118,0
2419,2,301.3,310.8,1434,39.5,18,0
2420,0,298.2,308.8,1666,31.5,30,0
2421,1,297.4,309.1,1463,35.0,183,0
2422,0,295.6,306.1,1474,41.2,156,0
2423,1,303.9,313.0,1901,22.5,110,0
2424,2,298.9,310.1,1324,54.6,185,0
2425,0,299.0,308.6,1946,22.3,102,0
2426,0,301.0,310.7,1391,45.0,123,0
2427,0,299.3,309.1,1531,37.9,127,0
2428,0,299.2,308.5,1488,40.3,148,0
2429,0,302.3,311.4,1609,32.3,49,0
2430,1,298.1,308.8,1628,37.6,12,0
2431,0,297.8,308.8,1559,35.2,66,0
2432,1,298.9,309.3,1581,30.7,65,0
2433,0,301.9,310.4,1518,34.1,155,0
2434,0,299.1,308.2,1409,46.4,12,0
2435,0,302.8,312.2,1746,27.4,44,0
2436,1,300.0,311.4,1533,42.6,180,0
2437,0,301.8,310.7,1680,32.4,76,0
2438,1,303.5,312.4,1318,54.2,177,0
2439,0,302.0,310.7,1657,31.9,37,0
2440,0,299.0,310.3,1868,24.0,221,0
2441,1,299.2,308.4,1415,43.5,53,0
2442,0,303.3,311.5,1412,55.6,67,0
2443,0,302.6,311.9,1633,30.9,89,0
2444,2,300.8,311.2,1612,32.5,143,0
2445,1,297.3,308.1,1370,58.8,199,0
2446,1,302.0,311.2,1625,30.7,189,0
2447,1,303.4,311.8,1515,42.6,204,0
2448,0,300.6,309.4,1552,36.4,113,0
2449,1,300.5,310.0,1580,37.0,181,0
2450,0,300.5,310.3,1683,31.5,8,0
2451,1,298.8,308.7,1543,38.2,44,0
2452,0,299.3,309.1,1496,37.2,149,0
2453,0,298.7,309.6,1442,55.6,194,0
2454,0,300.0,309.7,1586,37.8,103,0
2455,0,300.2,311.6,1511,35.7,160,0
2456,0,299.2,310.7,1477,44.0,19,0
2457,0,300.1,310.1,1684,30.8,13,0
2458,1,300.8,310.2,1304,52.5,157,0
2459,0,302.3,311.0,1591,32.7,171,0
2460,0,298.0,308.7,1462,48.2,204,0
2461,0,303.5,311.9,1565,38.9,12,0
2462,1,298.3,307.8,1485,42.0,13,0
2463,1,303.5,312.7,1420,49.1,42,0
2464,0,301.2,310.6,1811,24.0,84,0
2465,0,301.5,310.7,1942,20.5,155,0
2466,0,302.0,310.4,1568,39.2,112,0
2467,1,298.6,309.4,1774,27.5,154,0
2468,1,304.2,313.6,1424,43.7,151,0
2469,2,299.2,310.5,1329,48.9,30,0
2470,0,297.6,308.6,1383,47.5,75,0
2471,0,298.0,307.7,1435,45.6,184,0
2472,0,302.2,311.1,1394,53.7,140,0
2473,0,300.9,312.1,1462,46.0,166,0
2474,0,298.0,309.2,1665,36.6,22,0
2475,0,297.1,308.3,1773,23.8,169,0
2476,1,297.6,308.7,1419,41.7,81,0
2477,0,299.5,308.9,1520,38.3,122,0
2478,1,303.1,311.4,1831,23.3,161,0
2479,0,300.7,309.5,1461,49.9,0,0
2480,0,303.2,312.5,1518,39.9,146,0
2481,1,303.5,311.6,1562,34.2,107,0
2482,1,299.0,309.0,1804,26.8,17,0
2483,1,298.0,309.0,1409,49.1,85,0
2484,0,296.6,307.6,1809,25.1,86,0
2485,0,299.5,310.0,1388,52.4,94,0
2486,2,299.9,311.4,1497,37.0,162,0
2487,0,300.5,312.0,1415,44.6,23,0
2488,0,299.3,308.9,1376,60.3,163,0
2489,1,299.3,308.8,1442,49.0,165,0
2490,2,298.8,309.6,1516,40.2,152,0
2491,1,298.3,308.4,1539,43.4,69,0
2492,0,298.0,307.6,1548,45.8,111,0
2493,1,302.5,311.8,2023,19.1,74,0
2494,0,301.5,310.8,1367,49.0,193,0
2495,1,299.2,308.4,1330,51.2,56,0
2496,1,300.3,311.7,1723,28.3,193,0
2497,0,299.2,310.3,1507,41.3,158,0
2498,0,303.8,312.9,1589,37.2,203,0
2499,0,300.3,311.5,1695,25.6,43,0
2500,0,301.5,310.6,1490,48.1,81,0
2501,0,299.0,310.3,1577,40.0,181,0
2502,0,302.3,311.7,1701,27.5,145,0
2503,1,297.1,308.4,1880,23.5,155,0
2504,0,297.5,308.6,1380,53.5,192,0
2505,0,298.6,309.4,1316,51.4,52,0
2506,0,300.3,309.2,1412,44.8,200,0
2507,0,304.4,313.6,1569,38.4,11,0
2508,0,300.9,310.6,1598,35.4,186,0
2509,2,296.8,308.1,1492,43.7,222,0
2510,0,298.5,309.9,1482,42.1,15,0
2511,1,300.8,310.7,1386,42.1,170,0
2512,2,301.4,310.6,1674,33.6,49,0
2513,0,302.4,311.0,1423,46.2,186,0
2514,0,300.6,310.1,1337,45.8,62,0
2515,0,300.6,309.8,1502,42.4,133,0
2516,0,298.8,310.1,1574,36.2,181,0
2517,0,299.9,309.3,1620,31.1,196,0
2518,0,300.5,309.6,1760,30.6,213,0
2519,0,300.6,311.5,1459,47.0,63,0
2520,0,298.9,310.0,1378,49.3,18,0
2521,0,297.4,309.0,1568,33.7,175,0
2522,0,300.1,311.3,1535,42.3,92,0
2523,1,300.7,310.6,1572,38.5,50,0
2524,0,300.7,312.3,1418,49.0,69,0
2525,1,300.2,309.7,1408,44.0,144,0
2526,0,296.1,307.1,1651,35.7,167,0
2527,0,298.4,309.7,1518,39.8,165,0
2528,1,302.0,311.1,1406,48.8,159,0
2529,0,299.5,309.4,1563,41.5,183,0
2530,0,300.7,310.1,1542,35.5,191,0
2531,0,302.5,311.5,1493,35.1,131,0
2532,1,300.5,311.3,1468,41.1,34,0
2533,0,303.8,312.5,1368,52.6,123,0
2534,0,297.2,308.5,1574,35.8,95,0
2535,1,299.1,310.3,1441,43.9,94,0
2536,0,297.6,309.4,1958,22.1,108,0
2537,2,301.1,311.3,2207,16.6,43,0
2538,1,303.6,312.8,1825,25.2,29,0
2539,2,300.5,310.9,1447,46.5,137,0
2540,0,299.5,310.0,1481,43.1,90,0
2541,0,300.7,312.4,1470,38.6,56,0
2542,1,296.1,307.1,1433,38.5,14,0
2543,0,300.5,309.7,1560,30.2,139,0
2544,0,302.9,312.3,1530,34.9,185,0
2545,0,302.0,310.6,1358,53.1,194,5
2546,0,298.8,309.7,1336,50.3,44,0
2547,1,298.3,307.7,1602,33.4,106,0
2548,1,298.4,308.7,1584,31.7,117,0
2549,2,300.9,310.4,1457,43.8,69,0
2550,1,298.9,310.1,1655,31.5,172,0
2551,0,297.8,309.2,1683,30.9,163,0
2552,1,301.2,310.4,1697,30.0,120,0
2553,0,297.4,308.6,1635,30.5,159,0
2554,0,297.4,308.3,1412,42.0,111,0
2555,0,300.7,311.9,1476,42.0,196,0
2556,0,300.2,309.5,1495,32.6,49,0
2557,1,303.8,312.6,1527,41.9,159,0
2558,1,301.4,311.0,1234,55.8,152,0
2559,0,299.1,309.0,1450,43.0,40,0
2560,0,300.6,310.0,1438,53.8,103,0
2561,0,299.6,309.2,1602,37.3,31,0
2562,0,299.1,308.4,1543,37.9,130,0
2563,0,303.5,313.0,1393,51.6,80,0
2564,1,299.9,309.5,1372,56.2,133,0
2565,1,300.6,310.6,1427,52.8,75,0
2566,1,296.6,307.4,1790,25.8,72,0
2567,0,298.3,309.1,1472,40.1,31,0
2568,1,301.7,310.5,1724,33.0,171,0
2569,0,303.8,312.5,1372,45.7,180,0
2570,0,297.8,308.5,1561,46.3,194,0
2571,0,300.7,310.5,1448,38.2,218,0
2572,0,299.9,310.5,1539,32.8,213,0
2573,2,298.7,309.6,1755,26.9,73,0
2574,1,301.2,310.3,1379,43.2,56,0
2575,0,300.1,311.4,1660,31.4,38,0
2576,0,298.3,309.1,1403,45.1,138,0
2577,1,298.1,308.7,1527,43.0,56,0
2578,0,300.4,311.8,1320,57.9,168,0
2579,0,300.9,310.8,1490,38.1,125,0
2580,2,298.5,307.9,1260,54.2,141,0
2581,0,300.1,310.5,1627,29.2,95,0
2582,2,297.7,308.8,1469,43.7,96,0
2583,0,297.4,308.8,1538,41.2,126,0
2584,0,297.8,308.8,1579,32.9,70,0
2585,2,302.1,311.0,1729,26.1,210,0
2586,0,303.8,313.1,1394,45.4,36,0
2587,1,298.7,309.8,1343,53.6,134,0
2588,1,297.8,307.8,1622,32.1,18,0
2589,0,300.2,309.7,1771,27.1,104,0
2590,0,303.5,311.6,1577,38.1,112,0
2591,1,299.8,309.1,1268,58.0,90,0
2592,0,303.5,312.7,1694,27.3,40,0
2593,0,297.9,309.7,2194,16.8,27,0
2594,1,303.1,311.0,1510,47.6,16,0
2595,0,297.3,308.5,1398,60.4,12,1
2596,0,297.1,308.4,1583,31.9,2,0
2597,1,300.4,309.8,1435,43.6,203,0
2598,0,298.9,310.0,1422,43.6,78,0
2599,2,299.9,310.3,1535,43.9,154,0
2600,0,301.4,311.1,1494,41.9,142,0
2601,0,298.4,309.3,1806,27.6,64,0
2602,1,303.7,312.9,1444,52.7,46,0
2603,1,299.6,310.9,1630,29.8,206,0
2604,0,297.1,308.6,1442,37.1,59,0
2605,2,298.9,309.6,1546,35.3,190,0
2606,1,300.4,311.7,1508,45.4,164,0
2607,2,300.7,310.6,1631,32.6,43,0
2608,0,299.8,309.0,1614,30.8,100,0
2609,0,300.7,310.6,1616,29.6,47,0
2610,0,297.4,308.9,1708,28.8,174,0
2611,0,303.8,313.1,1458,42.2,25,0
2612,0,297.9,309.9,1542,33.8,33,0
2613,1,298.0,307.6,1459,44.4,163,0
2614,1,302.9,311.0,1437,49.9,55,0
2615,1,302.5,311.9,1340,59.4,60,0
2616,1,300.1,311.4,1390,52.1,94,0
2617,1,299.1,310.0,1437,41.1,192,0
2618,2,302.1,310.1,1844,24.6,171,0
2619,1,302.2,311.3,1375,47.0,98,0
2620,0,300.7,310.6,1654,34.2,89,0
2621,1,298.9,310.4,1533,44.4,24,0
2622,0,295.9,306.7,1547,40.9,107,0
2623,0,301.5,311.1,1458,41.4,123,0
2624,0,302.4,310.4,1666,29.7,125,0
2625,1,297.5,308.5,1496,42.2,22,0
2626,0,302.2,311.2,1451,41.8,66,0
2627,1,298.0,307.7,1487,41.3,160,0
2628,2,302.8,312.3,1336,57.5,187,3
2629,1,302.5,312.1,1454,47.6,37,0
2630,1,300.7,309.5,1470,48.7,21,0
2631,1,298.9,308.7,1772,28.4,177,0
2632,0,297.9,308.5,1305,47.2,155,0
2633,0,303.7,312.4,1348,51.0,152,0
2634,0,301.6,310.6,1478,36.6,218,0
2635,1,302.3,311.7,1640,31.5,199,0
2636,1,298.3,309.4,1595,29.0,103,0
2637,0,299.1,310.1,1367,45.6,44,0
2638,0,297.2,308.3,1569,31.2,63,0
2639,2,300.9,311.0,1853,23.6,122,0
2640,0,299.9,310.3,1268,53.3,146,0
2641,0,297.0,308.1,1355,43.7,217,0
2642,1,301.8,310.8,1691,33.4,62,0
2643,0,298.2,307.8,1627,31.5,64,0
2644,1,298.0,309.0,1393,55.9,79,0
2645,1,301.4,310.7,1692,32.3,5,0
2646,0,298.0,307.8,1266,60.5,81,0
2647,1,296.7,307.4,1533,32.5,182,0
2648,0,296.8,307.8,1373,42.9,74,0
2649,0,297.6,309.5,2001,20.5,220,2
2650,0,298.0,308.5,1461,48.0,68,0
2651,0,300.5,310.6,1499,45.2,8,0
2652,0,298.3,308.8,1767,27.3,168,0
2653,0,303.7,312.7,1540,44.8,196,0
2654,0,299.1,310.4,1657,31.0,129,0
2655,1,297.1,308.4,1588,33.4,204,0
2656,0,298.2,307.7,1503,38.3,87,0
2657,1,300.5,309.9,1994,19.8,189,0
2658,0,301.3,310.7,1594,34.1,172,0
2659,1,300.7,310.6,2006,19.1,102,0
2660,0,299.8,311.3,1727,30.0,24,0
2661,0,300.8,311.9,1486,45.1,30,0
2662,0,299.2,309.0,1615,33.7,193,0
2663,2,300.0,309.7,1529,42.4,107,0
2664,0,300.7,310.8,1754,27.7,84,0
2665,0,298.4,309.2,1583,35.4,112,0
2666,0,298.9,308.5,1742,34.5,117,0
2667,2,298.4,308.5,1398,47.1,122,0
2668,0,301.8,310.8,1736,26.5,56,0
2669,1,297.1,308.6,1717,31.3,61,0
2670,2,298.3,309.1,1430,40.9,162,0
2671,0,300.9,310.5,1570,40.1,79,0
2672,1,302.3,311.7,1540,28.9,149,0
2673,0,302.1,311.5,1533,39.4,26,0
2674,0,300.1,309.3,1570,36.8,189,0
2675,0,298.3,309.0,1339,58.8,35,0
2676,0,302.6,311.0,1610,39.2,152,0
2677,0,303.7,312.5,1670,26.1,139,0
2678,0,298.6,309.8,1469,42.8,205,0
2679,1,300.7,309.5,1838,24.9,66,0
2680,1,300.0,310.2,1443,58.7,68,0
2681,0,296.2,307.2,1382,52.0,201,0
2682,0,298.6,308.2,1705,26.3,177,0
2683,0,300.4,310.0,1282,66.1,40,1
2684,1,302.3,311.2,1454,43.8,112,0
2685,0,299.9,309.5,1779,26.1,169,0
2686,0,301.8,311.2,1840,26.6,202,0
2687,1,301.4,311.2,1727,26.5,43,0
2688,0,301.3,310.5,1406,47.1,83,0
2689,1,300.8,311.9,1621,28.3,211,0
2690,2,304.1,313.2,1590,43.4,52,0
2691,0,298.7,309.9,1404,47.1,64,0
2692,0,297.5,308.9,1596,30.7,5,0
2693,1,298.9,310.5,1525,38.5,27,0
2694,1,300.6,309.4,1521,37.2,90,0
2695,0,300.7,310.2,1387,50.6,83,0
2696,1,297.6,308.8,1416,45.9,101,0
2697,1,298.6,309.1,1339,51.1,34,0
2698,0,298.0,309.5,1496,45.8,46,0
2699,2,302.2,311.1,1476,39.6,96,0
2700,1,297.5,308.0,1430,44.5,178,0
2701,0,298.9,310.4,1546,37.7,159,0
2702,1,296.4,307.3,2077,19.1,80,0
2703,1,302.2,311.4,1642,32.1,42,0
2704,1,302.9,312.3,1339,52.1,145,0
2705,0,302.3,311.2,1786,24.3,81,0
2706,1,298.5,308.1,1501,39.2,127,0
2707,0,297.4,308.8,1447,58.1,129,0
2708,0,298.2,308.0,1658,30.0,3,0
2709,0,303.9,313.2,1540,44.4,119,0
2710,0,302.4,310.1,1429,43.7,104,0
2711,0,301.5,310.9,1318,50.6,11,0
2712,1,303.4,311.8,2133,18.3,207,0
2713,0,296.8,308.2,1361,53.8,193,0
2714,0,300.0,309.6,1364,45.9,16,0
2715,0,303.0,312.7,1551,41.8,111,0
2716,1,300.7,310.2,1373,44.1,28,0
2717,0,302.2,310.8,2203,16.6,47,0
2718,0,302.2,311.6,1462,50.0,51,0
2719,0,297.3,308.2,1446,53.5,7,0
2720,0,298.7,310.1,1620,34.8,112,0
2721,1,301.4,310.8,1738,30.3,104,0
2722,0,301.9,311.0,1642,33.1,126,0
2723,0,297.5,308.6,1585,37.6,2,0
2724,0,300.0,311.5,1666,32.0,128,0
2725,0,303.4,311.6,1449,41.7,132,0
2726,0,298.5,310.2,1676,32.7,18,0
2727,1,301.5,310.7,1510,36.0,64,0
2728,1,298.0,307.5,1427,43.6,101,0
2729,0,302.7,310.9,1395,48.3,80,0
2730,1,298.8,309.7,1480,38.1,157,0
2731,2,302.3,311.6,1441,53.9,74,0
2732,0,299.8,309.4,1408,45.6,156,0
2733,0,303.8,313.0,1499,42.3,38,0
2734,0,298.9,308.2,1510,43.5,46,0
2735,0,299.4,310.4,1582,31.7,181,0
2736,0,297.6,309.1,1503,38.9,157,0
2737,1,298.3,309.1,1296,58.7,201,0
2738,0,296.6,307.5,1582,37.9,197,0
2739,2,302.7,312.1,1478,36.0,191,0
2740,0,300.4,310.5,1818,25.1,14,0
2741,1,300.3,309.9,1447,46.5,28,0
2742,1,301.7,311.2,1413,42.6,79,0
2743,1,297.7,308.1,2189,15.6,186,0
2744,0,297.5,308.6,1694,27.1,36,0
2745,0,298.9,308.6,1560,32.2,118,0
2746,1,304.2,313.2,1396,50.5,11,0
2747,0,302.3,310.1,1388,49.9,48,0
2748,0,299.0,310.1,1447,42.8,104,0
2749,1,296.2,307.0,2119,18.3,159,0
2750,0,297.3,308.6,1358,47.6,110,0
2751,1,300.1,310.3,1345,57.1,71,0
2752,0,299.5,310.0,1502,38.5,52,0
2753,1,297.6,309.7,1541,33.7,165,0
2754,1,300.2,310.4,1202,61.7,74,0
2755,1,300.8,311.4,1521,39.9,15,0
2756,0,303.6,312.4,1388,41.9,221,0
2757,0,300.4,309.7,1685,31.3,152,0
2758,0,298.4,310.1,1455,42.2,94,0
2759,0,303.7,312.4,1316,59.3,137,0
2760,1,302.2,311.2,1471,41.9,166,0
2761,0,301.6,309.9,1397,43.7,102,0
2762,1,298.3,307.7,1717,27.1,7,0
2763,2,300.7,310.2,1479,52.3,9,0
2764,2,297.6,309.6,1419,48.2,215,0
2765,1,300.2,311.6,1513,40.8,157,0
2766,1,299.9,309.4,1889,26.0,6,0
2767,0,297.4,308.8,1529,41.3,165,0
2768,0,298.8,308.7,1635,35.2,47,0
2769,2,297.1,308.2,1527,42.2,199,0
2770,1,301.8,309.6,1436,49.0,214,0
2771,1,296.1,307.2,1619,29.7,17,0
2772,2,301.2,310.7,1656,26.2,64,0
2773,1,298.1,308.8,2206,16.3,195,0
2774,0,298.8,308.6,1593,35.5,175,0
2775,1,302.5,310.2,1751,30.5,90,0
2776,0,295.5,306.2,1448,48.9,65,0
2777,0,297.3,308.5,1545,34.3,74,0
2778,0,299.2,308.5,1378,53.4,100,0
2779,0,298.3,309.7,1484,44.3,173,0
2780,0,303.9,313.2,1590,31.9,5,0
2781,2,298.9,310.6,1519,38.8,213,0
2782,0,298.9,310.1,1466,42.5,187,0
2783,0,300.9,310.3,1321,48.8,150,0
2784,0,299.9,310.4,1419,45.7,178,0
2785,0,300.3,311.0,1613,34.7,142,0
2786,0,297.9,309.0,1450,46.8,118,0
2787,0,299.1,308.3,1533,42.4,48,0
2788,0,300.9,310.8,1482,37.0,5,0
2789,1,298.8,308.6,1571,33.7,61,0
2790,0,302.8,310.6,1617,37.9,207,0
2791,2,300.6,310.5,1454,51.2,58,0
2792,1,299.0,308.8,1418,45.7,204,0
2793,1,300.8,310.5,1696,29.7,162,0
2794,1,303.4,311.4,1606,29.6,122,0
2795,1,298.9,310.1,1484,37.9,73,0
2796,1,297.3,308.8,1548,41.3,140,0
2797,0,297.9,307.8,1538,38.5,123,0
2798,0,300.9,310.9,1995,20.2,105,0
2799,0,302.3,311.5,1543,33.1,39,0
2800,0,302.3,311.8,1605,35.2,152,0
2801,0,298.9,308.7,1433,44.7,108,0
2802,1,299.6,309.4,1605,29.8,142,0
2803,1,300.4,309.2,1528,37.2,228,0
2804,0,300.9,309.6,1384,42.4,131,0
2805,0,299.7,309.2,1631,35.1,177,0
2806,1,296.7,307.8,1286,60.5,0,0
2807,0,301.1,311.4,1531,38.7,55,0
2808,1,302.3,311.1,1295,57.1,146,0
2809,1,300.4,312.0,1596,30.4,191,0
2810,0,298.2,308.4,1379,43.1,65,0
2811,1,298.0,308.5,1585,33.0,24,0
2812,2,297.7,307.3,1249,62.8,47,0
2813,0,301.4,311.1,1472,44.5,159,0
2814,0,300.2,310.2,1378,43.9,193,0
2815,1,297.4,308.0,1440,42.4,190,0
2816,2,300.5,311.6,1506,36.2,10,0
2817,0,300.0,310.4,1505,44.9,133,0
2818,1,297.3,308.3,1341,51.9,51,0
2819,0,302.4,311.4,1450,44.1,56,0
2820,0,298.5,309.2,1983,20.2,114,0
2821,1,298.7,309.8,1435,48.8,71,0
2822,1,301.9,311.1,1605,40.0,179,0
2823,2,297.9,308.9,1416,39.6,45,0
2824,1,302.3,311.7,1486,39.6,147,0
2825,0,300.2,310.2,1415,49.6,21,0
2826,1,301.4,311.0,1486,36.5,91,0
2827,0,298.2,308.9,1332,44.4,100,0
2828,0,302.2,311.6,1658,31.4,89,0
2829,0,300.8,311.8,1928,21.8,209,0
2830,0,298.6,309.6,1423,42.7,82,0
2831,2,301.0,311.3,1597,39.2,66,0
2832,1,302.1,311.5,1635,31.6,23,0
2833,0,298.5,309.3,1471,44.7,119,0
2834,0,297.4,308.8,1473,46.2,167,0
2835,0,300.6,310.3,1414,50.6,25,0
2836,0,299.0,308.6,1466,46.4,112,0
2837,0,299.8,309.7,1429,42.6,127,0
2838,1,300.8,310.9,1522,46.2,56,0
2839,0,297.9,308.5,1472,45.1,70,0
2840,1,300.7,310.9,1369,51.2,63,0
2841,1,301.0,310.9,1510,44.5,66,0
2842,0,304.1,313.3,1415,50.0,184,0
2843,0,302.0,309.8,1532,39.4,2,0
2844,0,303.5,313.0,1322,59.5,71,0
2845,0,298.8,310.1,1607,39.5,105,0
2846,0,300.2,309.8,1650,29.6,13,0
2847,1,304.3,313.3,1540,39.0,14,0
2848,1,300.1,311.3,1748,26.6,42,0
2849,1,300.9,311.0,1556,38.8,127,0
2850,0,302.0,310.5,1809,27.1,175,0
2851,0,302.4,310.9,1560,31.8,172,0
2852,0,298.9,308.6,1400,49.5,79,0
2853,0,301.0,312.2,1601,33.0,109,0
2854,0,300.7,309.3,1580,38.3,102,0
2855,0,297.4,308.8,1620,33.4,186,0
2856,1,301.0,312.2,1499,41.5,140,0
2857,1,299.4,309.1,1326,62.0,142,0
2858,2,303.6,312.4,1480,50.7,2,0
2859,0,302.0,310.0,1832,22.9,178,0
2860,0,298.4,308.9,1391,48.4,100,0
2861,2,300.7,310.8,1518,40.1,142,0
2862,0,304.1,313.6,1382,46.7,134,0
2863,0,300.1,309.4,1858,23.6,26,0
2864,1,300.2,309.9,1569,31.2,176,0
2865,0,300.4,311.7,1373,47.2,3,0
2866,0,304.0,313.2,1416,46.0,128,0
2867,0,299.4,308.6,1746,26.8,107,0
2868,1,298.7,309.1,1423,49.5,200,0
2869,0,300.6,310.4,2514,13.4,215,0
2870,0,298.1,308.2,1654,32.1,25,0
2871,0,299.7,310.3,1505,37.7,4,0
2872,0,297.4,308.4,1378,39.9,63,0
2873,0,298.2,308.8,1616,33.7,16,0
2874,2,300.2,311.5,1454,42.8,88,0
2875,1,301.6,310.4,1377,44.9,161,0
2876,0,298.8,308.1,1472,53.5,28,0
2877,1,301.3,310.8,1418,45.4,59,0
2878,0,300.6,311.7,1507,45.5,74,0
2879,1,301.2,310.1,1558,32.6,34,0
2880,0,298.0,308.8,1496,44.9,179,0
2881,0,298.9,310.0,2231,17.4,151,0
2882,2,302.4,312.0,1457,43.4,23,0
2883,1,301.8,311.0,1756,26.7,33,0
2884,1,303.6,312.5,1607,33.7,14,0
2885,1,302.0,310.9,1352,55.5,59,0
2886,0,298.1,307.7,1767,27.0,127,0
2887,0,301.6,310.5,1809,25.5,40,0
2888,0,302.3,311.5,1395,54.2,198,0
2889,2,298.9,310.1,1366,62.7,161,1
2890,1,302.6,312.0,1363,45.7,91,0
2891,1,299.5,309.2,1497,40.9,169,0
2892,1,302.3,311.4,1484,39.5,22,0
2893,0,299.3,310.7,1495,39.2,144,0
2894,0,300.2,311.5,1383,42.1,60,0
2895,0,300.3,310.5,1522,39.1,217,0
2896,2,300.3,309.7,1582,30.8,144,0
2897,1,304.0,313.1,1466,39.5,83,0
2898,1,300.4,309.8,1725,30.4,195,0
2899,0,302.4,310.1,1645,31.6,93,0
2900,0,302.5,310.4,1427,46.8,179,0
2901,0,301.9,311.2,1657,29.1,23,0
2902,1,298.9,310.0,1561,45.3,58,0
2903,1,298.8,310.0,1486,38.5,55,0
2904,0,300.3,309.6,1326,52.4,57,0
2905,1,297.7,309.4,1461,43.7,142,0
2906,0,302.6,310.4,1415,52.1,12,0
2907,2,299.2,308.7,1375,55.1,78,0
2908,1,302.5,310.3,1488,41.8,160,0
2909,0,300.5,309.8,1305,51.7,202,0
2910,0,302.3,311.4,1570,37.2,15,0
2911,0,302.2,311.7,1412,44.5,204,0
2912,2,299.8,310.2,1573,33.3,168,0
2913,1,300.1,311.4,1524,40.6,98,0
2914,1,298.8,309.7,2098,19.0,133,0
2915,0,300.1,311.4,1572,36.2,199,0
2916,0,299.4,310.7,1551,41.2,3,0
2917,2,300.6,310.6,1419,39.6,3,0
2918,0,302.2,311.2,1928,23.1,2,0
2919,1,301.4,310.6,1459,35.0,87,0
2920,1,297.7,309.1,1732,28.1,167,0
2921,1,302.6,310.5,1965,20.2,40,0
2922,0,299.1,308.1,1479,40.7,10,0
2923,2,302.2,311.1,1553,34.1,89,0
2924,0,303.6,312.5,1345,54.1,126,0
2925,1,299.8,309.6,1331,50.2,98,0
2926,2,299.6,310.9,1679,31.2,120,0
2927,1,297.5,308.2,1713,32.2,17,0
2928,0,301.4,310.5,1432,54.3,81,0
2929,0,301.5,310.6,1578,34.1,120,0
2930,1,303.9,313.1,1473,42.8,97,0
2931,0,301.7,311.0,1546,43.0,23,0
2932,0,300.5,311.6,1661,30.0,158,0
2933,0,302.4,311.8,1648,30.0,122,0
2934,0,297.3,307.9,1417,41.8,186,0
2935,0,300.8,310.7,1525,39.4,175,0
2936,0,302.7,310.7,1977,20.0,21,0
2937,1,301.7,310.8,1502,34.4,157,0
2938,0,301.5,310.6,1522,36.6,202,0
2939,1,297.4,308.6,1469,42.6,80,0
2940,0,297.0,307.8,1609,35.6,193,0
2941,0,298.3,309.9,1507,41.6,112,0
2942,0,300.9,310.2,1382,50.4,131,0
2943,2,302.7,312.0,1484,41.5,65,0
